,Datetime,Tweet Id,Username,teks,label,clean_teks
274,2022-07-30 13:02:05+00:00,1.55e+18,Ini Balikpapan,"Hasil Penelitian, Booster Kedua Vaksin COVID-19 Efektif Tingkatkan Antobodi dan \xc2\xa0 Imunitas https://t.co/rnJUHD6crI'",1,hasil teliti booster vaksin covid efektif tingkat antobodi imunitas
275,2022-07-30 12:14:31+00:00,1.55e+18,Azizah2403,"RT @jondivar: Para oknum ini tidak sadar banyaknya korban jiwa disebabkan vaksin tetapi mereka hanya memikirkan jabatan, uang, izin praktek a\xe2\x80\xa6'",0,oknum sadar banyak korban jiwa sebab vaksin pikir jabat uang izin praktek
276,2022-07-30 11:44:11+00:00,1.55e+18,항상 당신을 사랑합니다,'RT @chinta_chintata: Vaksin Booster disebut juga vaksin dosis ketiga diberikan sebagai upaya untuk memutuskan rantai penularan COVID-19. Tu\xe2\x80\xa6',1,vaksin booster vaksin dosis tiga upaya putus rantai tular covid
277,2022-07-30 06:49:33+00:00,1.55e+18,ضياء أيو نوريني,RT @CakCilik: Vaksin booster aman \n Kasus covid-19 akan meningkat jika masyarakat tak disiplin prokes https://t.co/B6mhpZZVg8',1,vaksin booster aman covid tingkat masyarakat disiplin prokes
278,2022-07-30 06:18:55+00:00,1.55e+18,asgas,'@JAntoque08 Antisipasi lonjakan kasus covid-19. Vaksin Booster Aman',1,antisipasi lonjak covid vaksin booster aman
279,2022-07-30 05:28:24+00:00,1.55e+18,Ryopratama,Cegah Kenaikan Kasus Covid 19 dengan Vaksinasi \n Vaksin Booster Aman https://t.co/KrfE3RxvrV',1,cegah naik covid vaksinasi vaksin booster aman
280,2022-07-30 04:55:43+00:00,1.55e+18,Sintia Hadjira,RT @IndonesiaSht: Antisipasi lonjakan kasus Covid-19 dengan Vaksinasi Covid-19 dosis lengkap hingga Booster. \n\n Vaksin Booster Aman https://t\xe2\x80\xa6',1,antisipasi lonjak covid vaksinasi covid dosis lengkap booster vaksin booster aman
281,2022-07-30 04:20:26+00:00,1.55e+18,txtdaribuzzer,@AntonWjy6699 Vaksin Booster solusi terampuh untuk mencegah penularan segala bentuk varian Covid-19 \n Vaksin Booster Aman',1,vaksin booster solusi ampuh cegah tular bentuk varian covid vaksin booster aman
282,2022-07-30 04:11:38+00:00,1.55e+18,Kata Kaka,@sssatpolll Cegah kenaikan kasus covid-19 dengan Vaksin Booster Aman',1,cegah naik covid vaksin booster aman
283,2022-07-30 04:11:19+00:00,1.55e+18,Kata Kaka,"'@H4n1f93 Antisiapasi melonjaknya Covid-19, tingkatkan Vaksin Booster Aman'",1,antisiapasi lonjak covid tingkat vaksin booster aman
284,2022-07-30 04:10:57+00:00,1.55e+18,Kata Kaka,'@SutanSegehh Pencegahan kenaikan kasus Covid-19 dengan Vaksin Booster Aman',1,cegah naik covid vaksin booster aman
285,2022-07-30 04:09:27+00:00,1.55e+18,Yunita,Antisipasi lonjakan Covid-19 dengan vaksin Booster. \n Vaksin Booster Aman https://t.co/noG9ibqjfN',1,antisipasi lonjak covid vaksin booster vaksin booster aman
286,2022-07-30 04:04:36+00:00,1.55e+18,Jaya Purba,"'Cegah kenaikan kasus Covid-19, Vaksin Booster Aman https://t.co/d6T0KDEp0F'",1,cegah naik covid vaksin booster aman
287,2022-07-30 04:00:02+00:00,1.55e+18,Wati,'Vaksin Booster Aman untuk menekan angka laju penularan Covid-19 https://t.co/oh7Yz1WwxB',1,vaksin booster aman tekan angka laju tular covid
288,2022-07-30 03:56:46+00:00,1.55e+18,KangKepo,'Vaksin Booster Aman serta efektif menekan resiko Covid-19 https://t.co/lldac9dSfk',1,vaksin booster aman efektif tekan resiko covid
289,2022-07-30 03:50:52+00:00,1.55e+18,Anjani,'Vaksin Booster Aman untuk mencegah varian baru Covid-19. https://t.co/naa5tlH4nE',1,vaksin booster aman cegah varian covid
290,2022-07-30 03:45:09+00:00,1.55e+18,🏹 Panah Srikandi,@forjakeu Vaksin Booster terbukti efektif untuk melindungi diri dari Covid 19 \n #Booster Prokes Tangkal Covid \xe2\x80\xa6 https://t.co/5nttbTKEl8',1,vaksin booster bukti efektif lindung covid booster prokes tangkal covid
291,2022-07-30 03:44:57+00:00,1.55e+18,Lia Amalia,vaksin dan patuhi prokes untuk menekan penyebaran kasus covid 19 \n Vaksin Booster Aman https://t.co/nUrtWOgYXg',1,vaksin patuh prokes tekan sebar covid vaksin booster aman
292,2022-07-30 03:09:44+00:00,1.55e+18,hannasinaga,RT @zefanyaadelin: Manfaat Vaksin Booster untuk Mencegah Gejala Berat dan Long Covid-19. \n Vaksin Booster Aman https://t.co/maXLZJUZpB',1,manfaat vaksin booster cegah gejala berat covid vaksin booster aman
293,2022-07-30 02:57:57+00:00,1.55e+18,I loVe NKRI,Cegah penularan covid 19 dengan vaksinasi \n\n Vaksin Booster Aman https://t.co/APhrFtO7bO',1,cegah tular covid vaksinasi vaksin booster aman
294,2022-07-30 02:47:22+00:00,1.55e+18,Alam,@disdes19 Antisipasi lonjakan covid 19 dilakukan upaya menggenjot vaksinasi booster \n\n Vaksin Booster Aman',1,antisipasi lonjak covid upaya genjot vaksinasi booster vaksin booster aman
295,2022-07-30 02:46:53+00:00,1.55e+18,Haikal Saputra,Cegah Kenaikan Kasus Covid-19 dengan vaksinasi \n\n Vaksin Booster Aman https://t.co/ypFTpD8sOE',1,cegah naik covid vaksinasi vaksin booster aman
296,2022-07-30 02:33:54+00:00,1.55e+18,|jahe_jae_nzen|,@zefanyaadelin Masyarakat Harus Vaksinasi Booster Demi Menekan Lonjakan Covid-19 \n Vaksin Booster Aman',1,masyarakat vaksinasi booster tekan lonjak covid vaksin booster aman
297,2022-07-30 02:25:41+00:00,1.55e+18,Rahma Nia,'Vaksin Booster Aman cegah terpapar COVID-19 https://t.co/CwLs2gn4j5',1,vaksin booster aman cegah papar covid
298,2022-07-30 02:17:20+00:00,1.55e+18,Adel,Manfaat Vaksin Booster untuk Mencegah Gejala Berat dan Long Covid-19. \n Vaksin Booster Aman https://t.co/maXLZJUZpB',1,manfaat vaksin booster cegah gejala berat covid vaksin booster aman
299,2022-07-30 02:12:17+00:00,1.55e+18,Desi,"'Pencegahan Peningkatan Kasus Varian Baru Covid-19 Dengan Vaksinasi, Vaksin Booster Aman https://t.co/W79Twe3dLF'",1,cegah tingkat varian covid vaksinasi vaksin booster aman
300,2022-07-30 02:10:00+00:00,1.55e+18,Prily Manarisip,Booster Vaksin Syarat Mobilitas -efektif Cegah Covid-19 ! Vaksin Booster Aman https://t.co/c4QYTYykbY',1,booster vaksin syarat mobilitas efektif cegah covid vaksin booster aman
301,2022-07-30 02:08:14+00:00,1.55e+18,Rendi,'Segera lakukan vaksinasi booster antisipasi lonjakan kasus covid-19. Vaksin Booster Aman https://t.co/c7v050uaZ9',1,laku vaksinasi booster antisipasi lonjak covid vaksin booster aman
302,2022-07-30 01:58:58+00:00,1.55e+18,💕Indomiee Seleraku ❤️,Vaksin Booster disebut juga vaksin dosis ketiga diberikan sebagai upaya untuk memutuskan rantai penularan COVID-19. \xe2\x80\xa6 https://t.co/DkoCTk0gXu',1,vaksin booster vaksin dosis tiga upaya putus rantai tular covid
303,2022-07-30 01:13:44+00:00,1.55e+18,Fatih Lubis,'Vaksin booster aman serta tingkatkan kekebalan terhadap Covid 19 https://t.co/Z95zP1j27O',1,vaksin booster aman tingkat kebal covid
304,2022-07-29 15:11:19+00:00,1.55e+18,badhemo,Pencegahan Penularan Varian Covid-19 Dengan Disiplin Mematuhi Prokes \n Vaksin Booster Aman https://t.co/OdyPeTiSSi',1,cegah tular varian covid disiplin patuh prokes vaksin booster aman
305,2022-07-29 14:11:54+00:00,1.55e+18,Sahat Hasugian,"Para oknum ini tidak sadar banyaknya korban jiwa disebabkan vaksin tetapi mereka hanya memikirkan jabatan, uang, izin \xe2\x80\xa6 https://t.co/lwfZMsc2YA'",0,oknum sadar banyak korban jiwa sebab vaksin pikir jabat uang izin
306,2022-07-29 09:53:45+00:00,1.55e+18,Vincentius Lee,Manfaat 2x vaksin dan 2x booster apa donk jika mudah banget kena covid-19 berkali kali? \xf0\x9f\x98\x81 https://t.co/LSVC6fJQ4C',0,manfaat vaksin booster mudah kena covid kali kali
307,2022-07-29 06:55:13+00:00,1.55e+18,Muhamad Rezza Z,RT @IDNTimesSumsel: Kementerian Kesehatan (Kemenkes) menginstruksikan pemberian vaksin COVID-19 dosis keempat kepada tenaga kesehatan (nakes \xe2\x80\xa6',1,menteri sehat kemenkes instruksi beri vaksin covid dosis empat tenaga sehat nakes
308,2022-07-29 05:58:42+00:00,1.55e+18,Rimna Adriani,"""Vaksin COVID-19 masih ada kelemahan yakni durasi proteksi yang pendek. Pemberian dosis keempat ini penting karena \xe2\x80\xa6 https://t.co/kzY8prFysC'",0,vaksin covid lemah durasi proteksi pendek beri dosis empat
309,2022-07-29 04:14:01+00:00,1.55e+18,dabriel,Tingkatkan Vaksin Booster Guna Antisipasi Melonjaknya Covid-19. \n Booster Lindungi Diri https://t.co/7aPqbxwSdU',1,tingkat vaksin booster antisipasi lonjak covid booster lindung
310,2022-07-29 03:35:09+00:00,1.55e+18,Pendukung NU Sejati,@Indrian950 Vaksin booster cegah keparahan saat  terpapar virus covid-19. \n\n Booster Lindungi Diri',1,vaksin booster cegah parah papar virus covid booster lindung
311,2022-07-29 03:05:30+00:00,1.55e+18,asui shiteru,"Booster Lindungi Diri - Antisipasi melonjak Covid-19, Kota Kediri tingkatkan vaksin Booster.,. https://t.co/I2YB2PkCOM'",1,booster lindung antisipasi lonjak covid kota diri tingkat vaksin booster
312,2022-07-29 02:46:52+00:00,1.55e+18,Anjani,Vaksin Booster bisa menekan kelonjakan kasus Covid-19. \n Booster Lindungi Diri https://t.co/W0QF4U0wyL',1,vaksin booster tekan lonjak covid booster lindung
313,2022-07-29 02:38:12+00:00,1.55e+18,💕Indomiee Seleraku ❤️,@kalla_jengking Vaksin Booster terbukti efektif untuk melindungi diri dari Covid 19 \n #Awas Covid Prokes Jangan Abaikan \n #Jumat Berkah',1,vaksin booster bukti efektif lindung covid awas covid prokes abai jumat berkah
314,2022-07-29 02:23:55+00:00,1.55e+18,mikitopann,'RT @detikcom: Vaksinasi COVID-19 dosis keempat atau booster kedua dimulai hari ini untuk nakes. Di mana berlangsungnya? Begini penjelasan I\xe2\x80\xa6',1,vaksinasi covid dosis empat booster nakes langsung jelas
315,2022-07-29 02:12:41+00:00,1.55e+18,Rahim Husain🇲🇨💕,Vaksin dan Prokes menjadi kunci hentikan penyebaran Covid-19. \n\n Booster Lindungi Diri https://t.co/i5bOGKIN1P',1,vaksin prokes kunci henti sebar covid booster lindung
316,2022-07-29 02:04:21+00:00,1.55e+18,Aditya Rahman,'Antisipasi melonjaknya Covid-19 dengan Vaksin Booster Lindungi Diri https://t.co/a7jT2IwhWO',1,antisipasi lonjak covid vaksin booster lindung
317,2022-07-29 01:59:38+00:00,1.55e+18,yoyooo,"Lebih lanjut, mengapa harus vaksin booster? \n\n Pemberian booster vaksin covid 19 bertujuan untuk meningkatkan antibodi \xe2\x80\xa6 https://t.co/kyvhDEtvUT'",1,vaksin booster beri booster vaksin covid tuju tingkat antibodi
318,2022-07-29 01:00:00+00:00,1.55e+18,newsmerahputih,"Untuk mencegah wabah COVID-19 yang terus berkembang, Kementerian Kesehatan mulai memberikan vaksinasi COVID-19 booster \xe2\x80\xa6 https://t.co/DcVuaXrFhG'",1,cegah wabah covid kembang menteri sehat vaksinasi covid booster
319,2022-07-28 14:08:43+00:00,1.55e+18,#PJMenangOmdo,RT @detikcom: Kemenkes RI menyebut pelaksanaan vaksin COVID-19 booster kedua atau dosis keempat bakal dilaksanakan pekan ini. Siapa saja ya \xe2\x80\xa6',1,kemenkes ri sebut laksana vaksin covid booster dosis empat laksana pekan
320,2022-07-28 13:55:07+00:00,1.55e+18,Tenabang II,"RT @detikHealth: Nah, Kemenkes RI sudah ada rencana untuk pemberian vaksin COVID-19 dosis keempat atau booster kedua kepada masyarakat. \n \nKa \xe2\x80\xa6'",1,kemenkes ri rencana beri vaksin covid dosis empat booster masyarakat
321,2022-07-28 13:32:15+00:00,1.55e+18,IDN Times,Kementerian Kesehatan (Kemenkes) menginstruksikan pemberian vaksin COVID-19 dosis keempat kepada tenaga kesehatan (n \xe2\x80\xa6 https://t.co/Kv1O5pS8kf',1,menteri sehat kemenkes instruksi beri vaksin covid dosis empat tenaga sehat
322,2022-07-28 12:10:25+00:00,1.55e+18,Info Depok,'Kementerian Kesehatan mengeluarkan surat edaran tentang pelaksanaan vaksinasi Covid-19 dosis keempat atau booster k\xe2\x80\xa6 https://t.co/GTVGCaFO3I',1,menteri sehat keluar surat edar laksana vaksinasi covid dosis empat booster
323,2022-07-28 11:45:04+00:00,1.55e+18,detikcom,'Kemenkes RI resmi mengeluarkan kebijakan vaksin COVID-19 booster kedua atau dosis keempat untuk tenaga kesehatan. D\xe2\x80\xa6 https://t.co/C7pnlINrrf',1,kemenkes ri resmi keluar bijak vaksin covid booster dosis empat tenaga sehat
324,2022-07-28 11:42:10+00:00,1.55e+18,detikHealth,"Nah, Kemenkes RI sudah ada rencana untuk pemberian vaksin COVID-19 dosis keempat atau booster kedua kepada masyarakat \xe2\x80\xa6 https://t.co/s1Qlvz2gfs'",1,kemenkes ri rencana beri vaksin covid dosis empat booster masyarakat
325,2022-07-28 11:24:47+00:00,1.55e+18,Ujang Junior,Prokes dan vaksinasi booster cegah keparahan saat terpapar virus Covid-19 \n Patuhi prokes dan segera vaksin booster https://t.co/4jni44cCwN',1,prokes vaksinasi booster cegah parah papar virus covid patuh prokes vaksin booster
326,2022-07-28 10:47:41+00:00,1.55e+18,Yolan,RT @detikcom: Kemenkes RI sedang merencanakan pemberian vaksin COVID-19 dosis keempat alias booster kedua untuk masyarakat. detikers setuju \xe2\x80\xa6',1,kemenkes ri rencana beri vaksin covid dosis empat alias booster masyarakat detikers tuju
327,2022-07-28 09:46:29+00:00,1.55e+18,IndoTV.Live,Kementerian Kesehatan merilis kebijakan vaksin COVID-19 booster fase kedua atau vaksin dosis keempat. \xe2\x80\xa6 https://t.co/wkuxR9uppD',1,menteri sehat rilis bijak vaksin covid booster fase vaksin dosis empat
328,2022-07-28 07:44:56+00:00,1.55e+18,Berita Covid,#Umrah Wajib Booster Vaksin Covid-19 - Radar Banyumas #Covid #Covid19 https://t.co/adZF8PcWUu',1,umrah wajib booster vaksin covid radar banyumas covid covid
329,2022-07-28 07:00:51+00:00,1.55e+18,Radar Banyumas,Umrah Wajib Booster Vaksin Covid-19 #Fokus Utama #Nasional #Umrah #Umum https://t.co/miakzkaITW',1,umrah wajib booster vaksin covid fokus utama nasional umrah
330,2022-07-28 06:00:31+00:00,1.55e+18,Eka Silawati,"Efektivitas Vaksin Primer Menurun, Ini Manfaat Vaksin Booster Covid-19 \n Prokes Lengkapi Booster \nhttps://t.co/TzFAWvIbog'",1,efektivitas vaksin primer turun manfaat vaksin booster covid prokes lengkap booster
331,2022-07-28 05:52:39+00:00,1.55e+18,Aurora,"RT @catatankaqihati: Yuk vaksin segera, jangan tunda lagi. \n Booster meningkatkan imunitas tuhuh kita agar tahan terhadap covid 19 termasuk \xe2\x80\xa6'",1,vaksin tunda booster tingkat imunitas tuhuh tahan covid
332,2022-07-28 04:24:09+00:00,1.55e+18,Mahadaru 間はダル,RT @kompascom: Vaksin Covid-19 AstraZeneca (AZD1222) sebagai booster dosis keempat terbukti efektif dalam mencegah infeksi Covid-19 akibat \xe2\x80\xa6',1,vaksin covid astrazeneca azd booster dosis empat bukti efektif cegah infeksi covid akibat
333,2022-07-28 04:06:52+00:00,1.55e+18,Jaya Purba,"'Vaksin booster meringankan gejala covid -19, Prokes Lengkapi Booster https://t.co/TnFrnaBabb'",1,vaksin booster ringan gejala covid prokes lengkap booster
334,2022-07-28 04:06:03+00:00,1.55e+18,mnctrijaya surabaya,Pemerintah membuka gerai vaksin Covid-19 di pusat keramaian termasuk bandara agar semakin dekat dengan masyarakat. \xe2\x80\xa6 https://t.co/Krb5EYMo9z',1,perintah buka gerai vaksin covid pusat ramai bandara masyarakat
335,2022-07-28 04:04:12+00:00,1.55e+18,Arman Puja,RT @IndBisa_1945: Vaksin booster terbukti tingkatkan kekebalan terhadap virus Covid-19 \n Prokes Lengkapi Booster https://t.co/4EuY60IRHC',1,vaksin booster bukti tingkat kebal virus covid prokes lengkap booster
336,2022-07-28 03:47:08+00:00,1.55e+18,Lela Melati,@Cindy89715848 Politisi: `Booster` vaksin syarat mobilitas efektif cegah COVID-19 \n Prokes Lengkapi Booster',1,politis booster vaksin syarat mobilitas efektif cegah covid prokes lengkap booster
337,2022-07-28 03:23:07+00:00,1.55e+18,Kompas.com,Vaksin Covid-19 AstraZeneca (AZD1222) sebagai booster dosis keempat terbukti efektif dalam mencegah infeksi Covid-1 \xe2\x80\xa6 https://t.co/NCMuCgDhri',1,vaksin covid astrazeneca azd booster dosis empat bukti efektif cegah infeksi covid
338,2022-07-28 03:11:08+00:00,1.55e+18,detik jatim,Vaksin booster terbukti meningkatkan kadar antibodi tubuh dalam melawan COVID-19. Ayo ndang podo vaksin rek \n\nhttps://t.co/tcg7SN91XP',1,vaksin booster bukti tingkat kadar antibodi tubuh lawan covid ayo podo vaksin
339,2022-07-28 03:02:35+00:00,1.55e+18,Gymna,Booster vaksin mampu mengurangi dampak dari covid-19. \n Prokes Lengkapi Booster https://t.co/nTpUu9TUxL',1,booster vaksin kurang dampak covid prokes lengkap booster
340,2022-07-28 02:44:05+00:00,1.55e+18,KPCPEN #PakaiMasker,Lindungi diri dari risiko sakit berat dan kematian akibat COVID-19 dengan melengkapi vaksinasi COVID-19 dan booster \xe2\x80\xa6 https://t.co/4RVq43TXEo',1,lindung risiko sakit berat mati akibat covid lengkap vaksinasi covid booster
341,2022-07-28 02:37:21+00:00,1.55e+18,Cindy Johnson,Vaksin booster terbukti tingkatkan kekebalan terhadap virus Covid-19 \n Prokes Lengkapi Booster https://t.co/4EuY60IRHC',1,vaksin booster bukti tingkat kebal virus covid prokes lengkap booster
342,2022-07-28 02:20:36+00:00,1.55e+18,Yuni Marisa,'Prokes Lengkapi Booster Antisipasi Melonjaknya Covid-19 Kota Kediri Tingkatkan Vaksin Booster https://t.co/ZaVLdLadRJ',1,prokes lengkap booster antisipasi lonjak covid kota diri tingkat vaksin booster
343,2022-07-28 02:10:58+00:00,1.55e+18,Penjahit Humor,"Vaksin Booster Dan Disiplin Protokol Kesehatan Untuk Cegah Penyebaran Covid-19,,,, Prokes Lengkapi Booster https://t.co/H1HPwSl8yJ'",1,vaksin booster disiplin protokol sehat cegah sebar covid prokes lengkap booster
344,2022-07-28 01:12:13+00:00,1.55e+18,ıʇɐɥıʞɐʞuɐʇɐʇɐƆ,"Yuk vaksin segera, jangan tunda lagi. \n Booster meningkatkan imunitas tuhuh kita agar tahan terhadap covid 19 termasuk \xe2\x80\xa6 https://t.co/o8HmAAn4T9'",1,vaksin tunda booster tingkat imunitas tuhuh tahan covid
345,2022-07-27 11:02:19+00:00,1.55e+18,Klikwarta.com,'Program Vaksin Booster Cegah Dampak Fatal Kasus Covid-19 https://t.co/1G7hFqNj8D',1,program vaksin booster cegah dampak fatal covid
346,2022-07-27 10:22:38+00:00,1.55e+18,RedDoorz Indonesia,\xf0\x9f\x92\x89 wajib vaksin booster \n\n vaksinasi lengkap memberi perlindungan tingkat tinggi terhadap risiko penularan COVID-19 loh \xe2\x80\xa6 https://t.co/MqPEaF3ERF',1,wajib vaksin booster vaksinasi lengkap lindung tingkat risiko tular covid
347,2022-07-27 06:33:04+00:00,1.55e+18,Mallory,"Efektivitas Vaksin Primer Menurun, Ini Manfaat Vaksin Booster Covid-19 \nhttps://t.co/6Sd2VsoTsz\n Vaksin Imun Kuat'",1,efektivitas vaksin primer turun manfaat vaksin booster covid vaksin imun kuat
348,2022-07-27 06:33:03+00:00,1.55e+18,Mallory,"Manfaat Vaksin Booster, Dokter: Untuk Mencegah Gejala Berat dan Long COVID-19 \nhttps://t.co/ANwuayxqA5\n Vaksin Imun Kuat'",1,manfaat vaksin booster dokter cegah gejala berat covid vaksin imun kuat
349,2022-07-27 05:01:05+00:00,1.55e+18,Andi❤️🇲🇨 MERDEKA❗,RT @forjakeu: Prokes dan vaksinasi booster cegah keparahan saat terpapar virus Covid-19 \n\n Pada prinsipnya vaksin memiliki tiga manfaat besar \xe2\x80\xa6',1,prokes vaksinasi booster cegah parah papar virus covid prinsip vaksin milik manfaat
350,2022-07-27 04:54:48+00:00,1.55e+18,Sania Nur,"'Pemberian Vaksin Booster sangat tepat, untuk menjaga daya tahan tubuh di saat Varian Baru Covid-19 menyebar https://t.co/buxj7SId2Z'",1,beri vaksin booster jaga daya tahan tubuh varian covid sebar
351,2022-07-27 04:22:57+00:00,1.55e+18,Bohay Gaca,"@HeruRamadhanBKL Efektivitas Vaksin Primer Menurun, Ini Manfaat Vaksin Booster Covid-19 \n\n Vaksin Imun Kuat \nhttps://t.co/QQPXZ3fFqG'",1,efektivitas vaksin primer turun manfaat vaksin booster covid vaksin imun kuat
352,2022-07-27 04:13:08+00:00,1.55e+18,Sonaya,@Indrian950 Vaksin Imun Kuat \n\n Vaksin booster cegah keparahan saat  terpapar virus covid-19.',1,vaksin imun kuat vaksin booster cegah parah papar virus covid
353,2022-07-27 04:03:21+00:00,1.55e+18,Hasan Basri,Vaksinasi Booster Untuk Meredam Kenaikan Kasus Covid-19 \n\n Vaksin Imun Kuat https://t.co/Nm3oYMXr3X',1,vaksinasi booster redam naik covid vaksin imun kuat
354,2022-07-27 03:42:27+00:00,1.55e+18,Aldho Priskap,"Manfaat Vaksin Booster, Dokter: Untuk Mencegah Gejala Berat dan Long COVID-19 | Vaksin Imun Kuat #Riau Damai https://t.co/5NIldDHwSn'",1,manfaat vaksin booster dokter cegah gejala berat covid vaksin imun kuat riau damai
355,2022-07-27 03:42:16+00:00,1.55e+18,Aldho Priskap,"Efektivitas Vaksin Primer Menurun, Ini Manfaat Vaksin Booster Covid-19 | Vaksin Imun Kuat #Riau Damai https://t.co/Hd0v64fTeV'",1,efektivitas vaksin primer turun manfaat vaksin booster covid vaksin imun kuat riau damai
356,2022-07-27 03:34:33+00:00,1.55e+18,Karina Dwi Ratna,"Prokes dan Vaksinasi Booster, Cegah Keparahan Saat Terpapar Virus Corona Covid-19 \n\n Vaksin Imun Kuat https://t.co/WDmPmKYEGy'",1,prokes vaksinasi booster cegah parah papar virus corona covid vaksin imun kuat
357,2022-07-27 03:32:11+00:00,1.55e+18,PurwantiYen,https://t.co/lanT7Vxk4R\n Vaksin Imun Kuat',1,vaksin imun kuat
358,2022-07-27 03:31:10+00:00,1.55e+18,Gufron Putra,Cegah Kondisi Gawat dengan Booster Vaksinasi Covid-19 \nhttps://t.co/wUnb3XsA7o\n\n Vaksin Imun Kuat',1,cegah kondisi gawat booster vaksinasi covid vaksin imun kuat
359,2022-07-27 03:30:25+00:00,1.55e+18,Gufron Putra,Politisi: `Booster` vaksin syarat mobilitas efektif cegah COVID-19 \nhttps://t.co/47jL2tzr5z\n\n Vaksin Imun Kuat',1,politis booster vaksin syarat mobilitas efektif cegah covid vaksin imun kuat
360,2022-07-27 03:23:17+00:00,1.55e+18,MEJA INDONESIA,"'@Laskar4646 Efektivitas Vaksin Primer Menurun, Ini Manfaat Vaksin Booster Covid-19'",1,efektivitas vaksin primer turun manfaat vaksin booster covid
361,2022-07-27 03:22:34+00:00,1.55e+18,Alvina aulya putrie,"@aregil_mezt Manfaat Vaksin Booster, Untuk Mencegah Gejala Berat dan Long COVID-19 \n Vaksin Imun Kuat'",1,manfaat vaksin booster cegah gejala berat covid vaksin imun kuat
362,2022-07-27 03:21:42+00:00,1.55e+18,Luis Chaniago,Vaksin booster efektif tangkal varian baru Covid-19 \n Vaksin Imun Kuat https://t.co/SXznmzCiqP',1,vaksin booster efektif tangkal varian covid vaksin imun kuat
363,2022-07-27 02:40:51+00:00,1.55e+18,Batampos,Berangkat Umrah Wajib Booster Vaksin \xc2\xa0 Covid-19 https://t.co/I2TYz9T50b',1,berangkat umrah wajib booster vaksin covid
364,2022-07-27 02:02:04+00:00,1.55e+18,Aditya Rahman,Vaksin Booster Terbukti Tingkatkan Kekebalan Terhadap Covid-19 \n Vaksin Imun Kuat https://t.co/nEcBxSB4uu',1,vaksin booster bukti tingkat kebal covid vaksin imun kuat
365,2022-07-27 01:29:21+00:00,1.55e+18,Entien _ Ajach 🐀,Prokes dan vaksinasi booster cegah keparahan saat terpapar virus Covid-19 \n\n Pada prinsipnya vaksin memiliki tiga manfaat \xe2\x80\xa6 https://t.co/2CdHMsT449',1,prokes vaksinasi booster cegah parah papar virus covid prinsip vaksin milik manfaat
366,2022-07-27 01:00:01+00:00,1.55e+18,Hello Sehat,Tujuan dari pemberian vaksin booster yakni untuk meningkatkan kembali antibodi tubuh yang mulai menurun dalam melawan \xe2\x80\xa6 https://t.co/6wBDH1ACyG',1,tuju beri vaksin booster tingkat antibodi tubuh turun lawan
367,2022-07-27 00:09:52+00:00,1.55e+18,Jawa Pos,'Berangkat Umrah Wajib Booster Vaksin Covid-19 https://t.co/0IuZ9X7YiJ',1,berangkat umrah wajib booster vaksin covid
368,2022-07-26 07:02:55+00:00,1.55e+18,Risna Kadarsih,"Kekebalan tubuh jadi meningkat setelah divaksin apalagi hingga booster, mari sukseskan program ini agar kita terhidar \xe2\x80\xa6 https://t.co/804FyOrbUf'",1,kebal tubuh tingkat vaksin booster mari sukses program terhidar
369,2022-07-26 05:12:19+00:00,1.55e+18,Sandra,Vaksin Booster untuk mencegah penyebaran varian baru Covid-19 .\n IKN Transformasi Bangsa https://t.co/fUXsA0qSfT',1,vaksin booster cegah sebar varian covid ikn transformasi bangsa
370,2022-07-26 05:06:08+00:00,1.55e+18,Infoterkini,"@anak_regina Kasus Covid-19 Meningkat, vaksin booster jadi jalan cegah Penularan. \n\n IKN Transformasi Bangsa https://t.co/Gkxpl6n395'",1,covid tingkat vaksin booster jalan cegah tular ikn transformasi bangsa
371,2022-07-26 04:59:56+00:00,1.55e+18,Yunita,Vaksin Booster untuk mencegah penularan Covid-19 .\n IKN Transformasi Bangsa https://t.co/RO8y1RSJLM',1,vaksin booster cegah tular covid ikn transformasi bangsa
372,2022-07-26 04:52:09+00:00,1.55e+18,Wati,Ayo vaksin booster untuk melindungi diri dan keluarga dari Covid-19 .\n IKN Transformasi Bangsa https://t.co/TaNTOgBpvX',1,ayo vaksin booster lindung keluarga covid ikn transformasi bangsa
373,2022-07-26 04:17:34+00:00,1.55e+18,Ranger BULOG Kancab Sidrap,layanan vaksinasi Covid-19 gratis bagi pelanggan yang tersedia di berbagai stasiun serta Klinik Mediska yaitu fasilitas \xe2\x80\xa6 https://t.co/y7WxTKHpMz',1,layan vaksinasi covid gratis langgan sedia stasiun klinik mediska fasilitas
374,2022-07-26 04:15:09+00:00,1.55e+18,Sonaya,'@PurwantiYen @IndonesiaMilik2 Vaksin booster cegah keparahan saat  terpapar virus covid-19. - IKN Transformasi Bangsa',1,vaksin booster cegah parah papar virus covid ikn transformasi bangsa
375,2022-07-26 02:17:54+00:00,1.55e+18,Luis Chaniago,Vaksin booster efektif terbukti tangkal varian baru Covid-19\n IKN Transformasi Bangsa https://t.co/UFZcaVneKx',1,vaksin booster efektif bukti tangkal varian covid ikn transformasi bangsa
376,2022-07-26 02:04:24+00:00,1.55e+18,Nek Nang,Vaksin booster untuk meringankan covid-19 \n IKN Transformasi Bangsa https://t.co/BwwEczGnfy',1,vaksin booster ringan covid ikn transformasi bangsa
